"Date","Price","Open","High","Low","Vol.","Change %"
"11/16/2018","119.06","117.50","119.27","117.27","6.71M","1.80%"
"11/15/2018","116.95","113.66","117.08","112.72","7.22M","1.06%"
"11/14/2018","115.72","116.88","117.79","114.94","6.78M","0.32%"
"11/13/2018","115.35","117.30","117.88","115.04","6.85M","-1.74%"
"11/12/2018","117.39","120.90","121.37","117.17","10.55M","-1.77%"
"11/09/2018","119.51","118.22","120.37","117.37","6.57M","0.13%"
"11/08/2018","119.36","120.65","121.87","118.96","9.53M","-1.25%"
"11/07/2018","120.87","120.00","121.12","119.02","4.85M","1.66%"
"11/06/2018","118.90","118.76","119.43","117.85","5.27M","-0.03%"
"11/05/2018","118.94","116.62","119.67","116.60","8.76M","3.67%"
"11/02/2018","114.73","114.85","117.11","113.12","9.89M","3.20%"
"11/01/2018","111.17","111.77","111.99","110.10","10.57M","-0.43%"
"10/31/2018","111.65","111.71","112.50","111.05","7.43M","0.72%"
"10/30/2018","110.85","109.62","111.15","108.15","7.52M","1.76%"
"10/29/2018","108.93","112.04","112.07","107.54","8.60M","-2.33%"
"10/26/2018","111.53","110.63","112.47","109.66","8.04M","-0.04%"
"10/25/2018","111.58","111.36","113.40","110.43","5.73M","1.24%"
"10/24/2018","110.21","113.72","114.17","110.07","8.04M","-2.81%"
"10/23/2018","113.40","115.72","115.72","112.05","8.10M","-3.25%"
"10/22/2018","117.21","118.10","118.49","116.48","5.64M","-0.79%"
"10/19/2018","118.14","117.37","119.26","117.37","7.94M","0.57%"
"10/18/2018","117.47","117.42","118.14","116.05","7.39M","0.15%"
"10/17/2018","117.29","117.21","117.69","116.02","6.98M","-0.19%"
"10/16/2018","117.51","117.09","117.68","116.34","4.85M","0.49%"
"10/15/2018","116.94","117.70","118.86","116.91","6.05M","-0.70%"
"10/12/2018","117.77","119.53","119.68","116.18","7.45M","-0.56%"
"10/11/2018","118.43","122.43","122.43","117.54","8.59M","-3.40%"
"10/10/2018","122.60","127.23","127.60","122.46","6.50M","-3.33%"
"10/09/2018","126.82","125.51","127.44","125.07","6.80M","1.59%"
"10/08/2018","124.84","124.05","125.46","123.83","6.27M","-0.39%"
"10/05/2018","125.33","124.93","125.90","124.74","4.32M","0.30%"
"10/04/2018","124.95","124.79","125.59","124.19","4.82M","-0.29%"
"10/03/2018","125.31","125.13","125.84","124.78","4.48M","0.46%"
"10/02/2018","124.74","125.07","125.76","124.32","5.45M","0.28%"
"10/01/2018","124.39","123.11","124.88","123.11","5.35M","1.73%"
"09/28/2018","122.28","121.99","123.21","121.76","5.20M","-0.16%"
"09/27/2018","122.47","122.16","123.00","121.71","4.53M","0.43%"
"09/26/2018","121.95","122.99","123.42","121.74","4.23M","-1.15%"
"09/25/2018","123.37","123.50","124.24","122.94","5.40M","0.61%"
"09/24/2018","122.62","121.91","122.98","121.57","6.53M","1.23%"
"09/21/2018","121.13","119.91","121.25","119.41","13.70M","1.43%"
"09/20/2018","119.42","120.19","121.32","119.11","5.85M","-0.08%"
"09/19/2018","119.51","118.33","120.04","118.12","4.86M","1.17%"
"09/18/2018","118.13","118.50","118.90","117.98","4.97M","0.53%"
"09/17/2018","117.51","117.61","118.68","117.28","5.56M","0.11%"
"09/14/2018","117.38","116.43","117.61","116.35","4.95M","0.93%"
"09/13/2018","116.30","116.01","116.52","115.08","6.30M","0.44%"
"09/12/2018","115.79","116.42","117.49","115.76","5.07M","0.67%"
"09/11/2018","115.02","114.34","115.74","113.76","5.61M","0.47%"
"09/10/2018","114.48","115.43","115.72","114.38","5.87M","-0.10%"
"09/07/2018","114.60","114.52","115.35","113.39","6.64M","-0.55%"
"09/06/2018","115.23","117.89","118.51","115.14","8.19M","-3.10%"
"09/05/2018","118.92","118.06","118.94","117.26","4.62M","0.04%"
"09/04/2018","118.87","118.93","119.63","118.34","4.59M","0.35%"
"08/31/2018","118.46","119.40","119.40","118.09","5.29M","-1.13%"
"08/30/2018","119.81","120.08","120.43","119.55","3.35M","-0.34%"
"08/29/2018","120.22","120.00","120.83","119.88","4.10M","0.30%"
"08/28/2018","119.86","120.60","121.34","119.75","4.69M","-0.41%"
"08/27/2018","120.35","119.36","120.48","119.17","3.90M","1.13%"
"08/24/2018","119.01","118.90","119.54","118.72","4.42M","0.77%"
"08/23/2018","118.10","118.39","118.82","117.70","3.96M","-0.69%"
"08/22/2018","118.92","118.54","119.46","118.42","3.64M","0.83%"
"08/21/2018","117.94","118.38","118.93","117.79","4.88M","0.16%"
"08/20/2018","117.75","118.00","118.32","117.33","5.40M","-0.04%"
"08/17/2018","117.80","118.15","118.58","117.09","6.11M","0.12%"
"08/16/2018","117.66","117.70","118.31","117.18","5.46M","-0.24%"
"08/15/2018","117.94","121.70","121.73","117.43","9.48M","-3.79%"
"08/14/2018","122.58","122.92","123.65","122.00","3.62M","0.11%"
"08/13/2018","122.44","123.31","123.68","122.26","4.36M","-0.73%"
"08/10/2018","123.34","122.17","123.52","121.50","6.13M","0.66%"
"08/09/2018","122.53","123.96","124.37","122.26","5.22M","-1.09%"
"08/08/2018","123.88","124.52","124.79","123.31","5.96M","-1.04%"
"08/07/2018","125.18","125.54","125.70","124.75","4.54M","0.71%"
"08/06/2018","124.30","124.42","124.94","123.54","4.46M","0.20%"
"08/03/2018","124.05","124.15","124.25","123.33","5.30M","0.23%"
"08/02/2018","123.76","124.44","124.81","123.30","4.64M","-1.30%"
"08/01/2018","125.39","125.31","125.92","124.75","4.66M","-0.70%"
"07/31/2018","126.27","128.00","128.55","126.13","5.89M","-1.22%"
"07/30/2018","127.83","126.76","128.41","126.22","5.73M","1.48%"
"07/27/2018","125.97","122.79","127.04","122.08","7.58M","1.63%"
"07/26/2018","123.95","124.70","125.38","123.80","5.54M","-0.76%"
"07/25/2018","124.90","123.62","125.23","123.27","4.27M","0.85%"
"07/24/2018","123.85","121.87","124.16","121.86","4.42M","2.08%"
"07/23/2018","121.33","122.35","123.07","121.16","5.36M","-0.77%"
"07/20/2018","122.27","121.25","122.35","121.01","5.40M","0.49%"
"07/19/2018","121.67","121.10","122.14","121.01","4.47M","0.12%"
"07/18/2018","121.53","121.24","121.67","119.67","6.06M","-0.31%"
"07/17/2018","121.91","122.36","122.96","121.80","4.14M","-0.87%"
"07/16/2018","122.98","123.01","123.88","121.88","4.32M","-0.85%"
"07/13/2018","124.04","124.20","124.88","123.63","3.35M","-0.18%"
"07/12/2018","124.26","124.44","124.95","123.59","3.75M","0.60%"
"07/11/2018","123.52","126.23","126.68","122.97","6.63M","-3.19%"
"07/10/2018","127.59","127.33","128.51","126.75","5.09M","1.27%"
"07/09/2018","125.99","125.00","126.28","124.69","4.60M","1.49%"
"07/06/2018","124.14","123.52","124.52","123.19","4.02M","0.13%"
"07/05/2018","123.98","126.11","126.25","123.82","5.93M","-0.60%"
"07/03/2018","124.73","125.46","126.69","124.55","3.92M","0.39%"
"07/02/2018","124.25","125.28","125.29","123.56","5.07M","-1.72%"
"06/29/2018","126.43","125.74","127.73","125.74","5.67M","0.61%"
"06/28/2018","125.66","126.54","126.86","125.00","3.81M","-0.27%"
"06/27/2018","126.00","125.15","127.42","125.06","6.34M","1.48%"
"06/26/2018","124.16","123.03","124.61","122.57","4.59M","1.26%"
"06/25/2018","122.61","124.43","124.64","121.93","5.80M","-1.99%"
"06/22/2018","125.10","125.41","126.57","124.82","8.91M","2.05%"
"06/21/2018","122.59","124.50","124.59","122.16","7.29M","-2.16%"
"06/20/2018","125.29","126.12","126.46","124.30","7.98M","-0.20%"
"06/19/2018","125.54","124.32","125.89","123.88","5.95M","-0.34%"
"06/18/2018","125.97","124.35","126.98","124.10","7.71M","1.56%"
"06/15/2018","124.04","127.10","127.12","123.84","13.22M","-1.95%"
"06/14/2018","126.51","127.38","127.96","126.38","5.06M","-0.44%"
"06/13/2018","127.07","126.81","127.82","126.09","6.32M","-0.01%"
"06/12/2018","127.08","127.64","128.38","126.33","4.54M","-0.38%"
"06/11/2018","127.56","126.77","128.19","125.86","6.09M","0.89%"
"06/08/2018","126.44","127.12","127.38","125.68","5.11M","-0.41%"
"06/07/2018","126.96","124.54","127.98","124.41","8.61M","2.90%"
"06/06/2018","123.38","123.12","123.69","122.06","6.21M","0.53%"
"06/05/2018","122.73","122.01","123.71","121.55","5.67M","0.38%"
"06/04/2018","122.26","124.53","125.41","122.17","5.76M","-1.28%"
"06/01/2018","123.85","125.49","125.55","123.43","5.75M","-0.36%"
"05/31/2018","124.30","124.08","124.82","123.46","7.46M","-0.69%"
"05/30/2018","125.16","122.65","125.67","122.34","7.13M","3.11%"
"05/29/2018","121.39","121.10","122.43","120.06","7.39M","-0.65%"
"05/25/2018","122.19","124.54","124.76","121.22","8.94M","-3.49%"
"05/24/2018","126.61","127.40","127.40","125.85","5.91M","-1.62%"
"05/23/2018","128.70","127.09","128.79","126.55","6.02M","0.37%"
"05/22/2018","128.23","129.09","130.39","128.10","5.44M","-0.88%"
"05/21/2018","129.37","128.79","129.41","128.27","5.08M","1.18%"
"05/18/2018","127.86","128.92","129.15","127.80","6.39M","-1.24%"
"05/17/2018","129.46","128.76","129.57","128.38","5.24M","-0.08%"
"05/16/2018","129.56","129.29","129.72","128.30","5.41M","-0.14%"
"05/15/2018","129.74","130.24","130.27","129.25","5.20M","-0.50%"
"05/14/2018","130.39","130.25","131.08","129.80","6.21M","0.42%"
"05/11/2018","129.84","129.39","130.76","128.52","8.09M","0.79%"
"05/10/2018","128.82","129.69","129.81","128.39","5.45M","0.08%"
"05/09/2018","128.72","128.42","130.42","128.09","11.44M","1.70%"
"05/08/2018","126.57","124.93","126.75","123.63","8.94M","1.30%"
"05/07/2018","124.94","126.59","128.40","124.44","7.00M","-0.47%"
"05/04/2018","125.53","125.21","126.84","124.71","5.40M","-0.38%"
"05/03/2018","126.01","124.59","126.12","123.83","6.73M","0.41%"
"05/02/2018","125.49","124.20","126.47","124.09","5.91M","0.50%"
"05/01/2018","124.86","124.03","124.92","123.08","7.09M","-0.20%"
"04/30/2018","125.11","127.02","127.90","125.05","7.63M","-1.19%"
"04/27/2018","126.62","125.50","127.05","124.68","8.84M","1.93%"
"04/26/2018","124.22","122.67","124.30","122.30","6.27M","1.22%"
"04/25/2018","122.72","122.34","122.90","121.12","5.33M","0.15%"
"04/24/2018","122.54","124.36","125.04","121.75","7.98M","-0.84%"
"04/23/2018","123.58","122.00","123.61","121.80","6.11M","1.04%"
"04/20/2018","122.31","123.38","123.46","121.46","7.56M","-1.13%"
"04/19/2018","123.71","123.97","125.00","123.21","7.16M","-0.09%"
"04/18/2018","123.82","122.46","124.89","122.40","9.13M","1.94%"
"04/17/2018","121.46","120.94","122.00","120.56","6.49M","0.63%"
"04/16/2018","120.70","120.60","121.71","119.77","4.60M","0.65%"
"04/13/2018","119.92","119.52","120.79","119.22","5.51M","0.58%"
"04/12/2018","119.23","119.71","120.67","118.65","6.70M","-0.02%"
"04/11/2018","119.25","118.69","119.38","117.75","6.25M","0.34%"
"04/10/2018","118.85","117.60","119.83","117.60","7.65M","2.47%"
"04/09/2018","115.98","115.30","117.17","114.88","6.93M","1.06%"
"04/06/2018","114.76","116.38","117.01","113.39","7.09M","-2.16%"
"04/05/2018","117.29","114.88","117.89","114.70","7.20M","2.45%"
"04/04/2018","114.48","113.05","114.79","112.43","5.73M","-0.30%"
"04/03/2018","114.83","112.52","114.98","112.09","6.72M","2.31%"
"04/02/2018","112.24","113.89","114.39","110.54","6.23M","-1.58%"
"03/29/2018","114.04","112.29","114.43","112.28","6.63M","1.73%"
"03/28/2018","112.10","114.93","115.26","112.06","6.99M","-2.23%"
"03/27/2018","114.66","115.75","116.86","113.98","5.53M","-0.60%"
"03/26/2018","115.35","114.24","115.58","113.25","6.87M","2.10%"
"03/23/2018","112.98","114.37","115.77","112.70","6.23M","-0.63%"
"03/22/2018","113.70","115.55","115.74","113.48","6.30M","-2.85%"
"03/21/2018","117.04","114.98","118.11","114.80","6.83M","2.22%"
"03/20/2018","114.50","114.55","115.70","114.44","4.59M","0.54%"
"03/19/2018","113.89","115.07","115.23","113.22","4.80M","-1.31%"
"03/16/2018","115.40","115.40","116.19","114.56","14.91M","-0.16%"
"03/15/2018","115.58","115.36","116.21","114.75","4.52M","0.39%"
"03/14/2018","115.13","116.98","117.45","114.86","5.05M","-1.14%"
"03/13/2018","116.46","117.23","118.18","116.00","6.79M","-0.28%"
"03/12/2018","116.79","117.50","118.35","116.56","6.88M","-0.37%"
"03/09/2018","117.22","114.31","117.39","114.24","8.83M","3.41%"
"03/08/2018","113.35","114.60","114.75","112.60","6.10M","-0.43%"
"03/07/2018","113.84","112.95","115.08","112.63","6.66M","0.17%"
"03/06/2018","113.65","113.85","115.52","113.02","7.96M","0.44%"
"03/05/2018","113.15","111.40","113.33","111.02","7.81M","1.35%"
"03/02/2018","111.64","111.50","112.18","109.83","6.61M","-0.36%"
"03/01/2018","112.04","111.53","113.90","110.97","7.52M","0.11%"
"02/28/2018","111.92","115.02","115.46","111.88","7.44M","-1.49%"
"02/27/2018","113.61","114.87","116.05","113.61","6.06M","-0.86%"
"02/26/2018","114.60","113.18","114.66","112.85","7.41M","1.79%"
"02/23/2018","112.59","110.46","112.74","110.25","6.46M","2.46%"
"02/22/2018","109.89","109.55","111.44","108.90","8.18M","0.76%"
"02/21/2018","109.06","111.14","112.06","109.06","6.89M","-1.73%"
"02/20/2018","110.98","112.28","112.76","110.58","6.81M","-1.03%"
"02/16/2018","112.14","112.35","112.94","111.21","5.95M","-0.35%"
"02/15/2018","112.53","112.86","113.02","110.84","5.40M","-0.97%"
"02/14/2018","113.63","112.50","114.05","111.40","7.03M","0.30%"
"02/13/2018","113.29","113.34","113.61","111.86","7.07M","-0.61%"
"02/12/2018","113.98","114.80","115.85","112.91","8.36M","0.42%"
"02/09/2018","113.50","113.34","114.62","109.50","10.92M","1.07%"
"02/08/2018","112.30","115.17","115.89","112.21","9.93M","-2.59%"
"02/07/2018","115.29","117.40","119.27","115.23","11.54M","-1.61%"
"02/06/2018","117.18","111.20","117.63","110.76","18.42M","4.05%"
"02/05/2018","112.62","116.99","118.30","108.02","15.41M","-5.03%"
"02/02/2018","118.58","123.95","123.95","117.64","13.18M","-5.57%"
"02/01/2018","125.57","125.60","125.63","124.06","7.84M","0.18%"
"01/31/2018","125.35","125.42","125.81","124.05","9.63M","0.10%"
"01/30/2018","125.23","127.61","128.01","125.19","8.08M","-2.53%"
"01/29/2018","128.48","130.06","131.58","128.32","6.35M","-2.07%"
"01/26/2018","131.19","130.71","131.75","130.37","6.31M","0.41%"
"01/25/2018","130.65","131.76","131.87","130.34","4.60M","-0.56%"
"01/24/2018","131.39","131.38","132.67","131.07","6.87M","0.28%"
"01/23/2018","131.02","132.38","132.56","130.73","5.75M","-1.16%"
"01/22/2018","132.56","131.30","132.56","131.28","5.25M","0.96%"
"01/19/2018","131.30","131.83","132.00","130.21","6.05M","-0.22%"
"01/18/2018","131.59","132.35","132.50","131.03","5.89M","-0.58%"
"01/17/2018","132.36","132.19","132.80","130.96","5.63M","0.27%"
"01/16/2018","132.01","133.67","133.88","131.60","6.25M","-1.19%"
"01/12/2018","133.60","132.19","133.85","132.11","7.23M","0.78%"
"01/11/2018","132.57","128.92","133.32","128.76","11.64M","3.04%"
"01/10/2018","128.66","128.31","128.76","127.80","5.29M","0.64%"
"01/09/2018","127.84","128.43","128.94","127.79","4.42M","-0.54%"
"01/08/2018","128.53","127.86","128.63","127.63","4.83M","0.49%"
"01/05/2018","127.90","127.97","128.10","127.10","4.19M","-0.16%"
"01/04/2018","128.11","127.95","128.35","127.22","4.60M","-0.31%"
"01/03/2018","128.51","127.46","128.94","126.90","5.81M","0.73%"
"01/02/2018","127.58","125.71","127.74","125.54","5.63M","1.91%"
"12/29/2017","125.19","125.36","125.98","125.19","3.83M","-0.31%"
"12/28/2017","125.58","125.69","125.89","125.29","2.19M","0.02%"
"12/27/2017","125.55","125.96","126.20","125.13","3.45M","-0.34%"
"12/26/2017","125.98","125.23","126.14","125.05","3.35M","0.80%"
"12/22/2017","124.98","124.85","125.65","124.57","4.74M","0.13%"
"12/21/2017","124.82","121.39","125.35","121.07","10.11M","3.25%"
"12/20/2017","120.89","120.28","121.30","119.65","6.29M","0.88%"
"12/19/2017","119.84","120.32","120.75","119.51","4.60M","0.12%"
"12/18/2017","119.70","119.92","121.29","119.62","4.65M","-0.03%"
"12/15/2017","119.73","120.44","120.47","119.51","11.23M","0.17%"
"12/14/2017","119.53","119.81","120.28","119.50","3.74M","-0.33%"
"12/13/2017","119.93","119.43","120.17","118.68","4.40M","0.21%"
"12/12/2017","119.68","120.63","120.74","119.56","4.30M","-0.61%"
"12/11/2017","120.42","120.29","121.11","120.12","5.93M","0.42%"
"12/08/2017","119.92","120.01","120.24","119.10","4.12M","0.24%"
"12/07/2017","119.63","120.00","120.10","118.96","4.91M","0.02%"
"12/06/2017","119.61","120.30","120.88","119.52","4.85M","-0.65%"
"12/05/2017","120.39","120.77","121.40","120.15","4.38M","-0.37%"
"12/04/2017","120.84","119.81","122.30","119.37","7.37M","1.11%"
"12/01/2017","119.51","119.81","120.46","118.52","6.83M","0.44%"
"11/30/2017","118.99","117.26","119.15","117.23","7.90M","1.54%"
"11/29/2017","117.18","116.20","117.25","115.83","3.66M","0.63%"
"11/28/2017","116.45","115.92","116.81","115.74","4.00M","0.74%"
"11/27/2017","115.59","115.85","116.03","115.24","4.49M","-0.79%"
"11/24/2017","116.51","116.55","116.85","116.31","1.74M","0.52%"
"11/22/2017","115.91","115.49","116.78","115.32","3.95M","0.64%"
"11/21/2017","115.17","115.14","115.86","114.92","4.60M","0.39%"
"11/20/2017","114.72","114.77","115.03","114.44","4.63M","0.01%"
"11/17/2017","114.71","114.67","114.99","113.90","4.34M","0.12%"
"11/16/2017","114.57","115.25","115.82","114.38","5.89M","-1.61%"
"11/15/2017","116.45","116.21","117.23","116.07","5.37M","-0.40%"
"11/14/2017","116.92","116.82","117.25","116.25","7.00M","-0.26%"
"11/13/2017","117.23","117.22","117.77","116.68","4.28M","0.04%"
"11/10/2017","117.18","116.71","117.31","116.10","5.16M","-0.05%"
"11/09/2017","117.24","115.90","117.50","115.62","5.10M","0.49%"
"11/08/2017","116.67","116.78","117.15","115.90","5.09M","-0.49%"
"11/07/2017","117.24","117.38","118.00","116.48","5.22M","0.17%"
"11/06/2017","117.04","115.37","117.16","114.99","5.95M","1.78%"
"11/03/2017","114.99","115.48","115.75","114.73","4.10M","-0.29%"
"11/02/2017","115.33","116.21","116.47","114.70","4.33M","-0.49%"
"11/01/2017","115.90","116.30","116.97","115.35","5.03M","0.01%"
"10/31/2017","115.89","114.45","116.38","113.82","7.15M","1.31%"
"10/30/2017","114.39","113.17","115.10","112.84","7.52M","0.75%"
"10/27/2017","113.54","116.13","116.40","112.57","14.53M","-4.14%"
"10/26/2017","118.44","118.78","119.00","118.14","4.09M","0.00%"
"10/25/2017","118.44","119.00","119.44","118.14","4.55M","-0.66%"
"10/24/2017","119.23","119.48","119.92","119.07","4.47M","0.25%"
"10/23/2017","118.93","118.72","119.30","118.45","3.87M","0.24%"
"10/20/2017","118.64","118.61","118.78","118.07","4.92M","0.37%"
"10/19/2017","118.20","118.06","118.74","117.95","4.58M","0.04%"
"10/18/2017","118.15","119.40","120.02","117.99","5.51M","-1.72%"
"10/17/2017","120.22","120.23","120.74","119.83","4.84M","0.07%"
"10/16/2017","120.13","119.84","120.89","119.43","5.50M","0.81%"
"10/13/2017","119.16","119.79","120.00","119.07","4.64M","0.02%"
"10/12/2017","119.14","118.49","119.65","118.31","3.93M","-0.16%"
"10/11/2017","119.33","119.21","119.52","118.58","3.93M","0.45%"
"10/10/2017","118.80","118.40","119.81","118.29","5.68M","0.93%"
"10/09/2017","117.71","117.34","118.08","117.01","2.95M","0.58%"
"10/06/2017","117.03","117.95","118.15","116.80","3.53M","-1.31%"
"10/05/2017","118.58","117.45","118.69","117.33","5.47M","0.85%"
"10/04/2017","117.58","117.82","117.87","117.13","3.44M","-0.20%"
"10/03/2017","117.82","117.08","118.25","117.01","3.89M","0.33%"
"10/02/2017","117.43","116.42","117.79","115.53","4.29M","-0.06%"
"09/29/2017","117.50","117.17","117.52","116.73","4.87M","-0.10%"
"09/28/2017","117.62","117.17","118.13","117.02","4.95M","0.14%"
"09/27/2017","117.45","117.46","117.60","116.77","3.93M","-0.06%"
"09/26/2017","117.52","117.79","118.03","117.25","4.87M","-0.40%"
"09/25/2017","117.99","117.23","118.33","117.02","5.98M","0.60%"
"09/22/2017","117.29","116.41","117.83","116.27","5.31M","0.70%"
"09/21/2017","116.47","116.22","116.52","115.83","4.33M","0.09%"
"09/20/2017","116.37","116.50","117.15","116.19","5.38M","0.03%"
"09/19/2017","116.34","115.25","116.42","115.19","6.19M","1.00%"
"09/18/2017","115.19","114.42","115.22","114.32","4.95M","0.49%"
"09/15/2017","114.63","114.83","114.91","113.63","8.39M","0.16%"
"09/14/2017","114.45","114.26","115.34","114.18","5.82M","0.24%"
"09/13/2017","114.18","112.49","114.32","112.28","5.89M","1.50%"
"09/12/2017","112.49","112.82","112.95","111.86","5.11M","-0.03%"
"09/11/2017","112.52","111.83","112.57","111.52","5.97M","1.57%"
"09/08/2017","110.78","111.59","111.75","110.53","4.03M","-0.91%"
"09/07/2017","111.80","112.18","112.87","111.36","5.94M","0.01%"
"09/06/2017","111.79","110.00","112.23","109.80","8.58M","2.15%"
"09/05/2017","109.44","109.36","110.26","108.70","5.52M","0.63%"
"09/01/2017","108.76","107.68","109.16","107.51","3.66M","1.06%"
"08/31/2017","107.62","108.00","108.23","107.50","5.51M","-0.10%"
"08/30/2017","107.73","107.58","107.84","107.10","3.13M","-0.12%"
"08/29/2017","107.86","107.43","108.05","107.04","3.23M","0.09%"
"08/28/2017","107.76","108.54","108.59","107.27","3.68M","-0.43%"
"08/25/2017","108.23","107.82","108.71","107.52","4.38M","0.74%"
"08/24/2017","107.44","106.50","107.67","106.33","5.06M","0.78%"
"08/23/2017","106.61","106.21","107.06","106.11","4.19M","0.24%"
"08/22/2017","106.36","105.99","106.92","105.81","5.63M","0.55%"
"08/21/2017","105.78","106.48","106.48","105.30","3.56M","-0.66%"
"08/18/2017","106.48","105.84","107.34","105.50","5.47M","0.53%"
"08/17/2017","105.92","106.61","106.87","105.91","5.87M","-0.86%"
"08/16/2017","106.84","107.63","107.92","106.69","4.19M","-1.59%"
"08/15/2017","108.57","108.75","108.90","107.53","5.31M","-0.13%"
"08/14/2017","108.71","109.26","109.82","108.32","4.29M","-0.48%"
"08/11/2017","109.23","110.20","110.49","109.13","3.38M","-0.80%"
"08/10/2017","110.11","111.23","111.44","110.03","4.95M","-0.70%"
"08/09/2017","110.89","110.74","111.41","110.26","3.97M","0.49%"
"08/08/2017","110.35","110.00","110.71","109.77","4.11M","0.52%"
"08/07/2017","109.78","109.81","110.29","109.58","4.76M","-0.30%"
"08/04/2017","110.11","109.43","110.20","109.43","4.64M","0.62%"
"08/03/2017","109.43","110.23","110.45","109.05","5.61M","-0.93%"
"08/02/2017","110.46","110.39","111.19","109.85","6.21M","-0.29%"
"08/01/2017","110.78","109.54","110.97","109.42","8.16M","1.46%"
"07/31/2017","109.19","108.39","110.00","108.15","7.56M","0.99%"
"07/28/2017","108.12","106.71","109.13","106.36","7.81M","1.89%"
"07/27/2017","106.11","104.88","106.32","104.61","5.89M","0.94%"
"07/26/2017","105.12","104.63","106.08","104.20","5.88M","0.70%"
"07/25/2017","104.39","104.45","105.15","104.32","7.09M","1.15%"
"07/24/2017","103.20","103.18","103.57","102.92","4.08M","-0.05%"
"07/21/2017","103.25","104.18","104.38","103.15","5.30M","-1.32%"
"07/20/2017","104.63","105.00","105.37","103.81","5.37M","0.16%"
"07/19/2017","104.46","103.56","104.48","103.51","4.93M","0.71%"
"07/18/2017","103.72","104.60","104.60","103.51","4.34M","-0.47%"
"07/17/2017","104.21","104.32","104.97","104.08","5.57M","-0.22%"
"07/14/2017","104.44","104.38","104.64","103.73","3.64M","0.30%"
"07/13/2017","104.13","103.80","104.21","103.46","4.44M","0.23%"
"07/12/2017","103.89","104.00","104.75","103.47","3.98M","0.75%"
"07/11/2017","103.12","103.15","103.50","102.55","4.32M","0.08%"
"07/10/2017","103.04","103.44","103.58","102.60","4.63M","-0.43%"
"07/07/2017","103.49","103.59","103.76","102.81","6.46M","-0.32%"
"07/06/2017","103.82","104.67","105.13","103.71","5.08M","-0.76%"
"07/05/2017","104.62","105.99","106.30","104.27","4.48M","-1.58%"
"07/03/2017","106.30","104.24","106.96","104.24","4.42M","1.89%"
"06/30/2017","104.33","104.53","104.72","103.89","5.50M","0.20%"
"06/29/2017","104.12","104.38","105.15","104.05","4.29M","-0.15%"
"06/28/2017","104.28","104.43","104.90","104.04","4.16M","0.20%"
"06/27/2017","104.07","104.73","104.89","104.03","4.17M","-0.07%"
"06/26/2017","104.14","105.03","105.19","104.03","3.60M","-0.82%"
"06/23/2017","105.00","104.25","105.42","104.24","5.77M","0.53%"
"06/22/2017","104.45","104.48","105.14","104.04","4.20M","-0.04%"
"06/21/2017","104.49","105.89","106.90","103.92","6.99M","-1.87%"
"06/20/2017","106.48","106.25","106.60","105.38","5.17M","-0.91%"
"06/19/2017","107.46","108.31","108.38","107.14","4.58M","-0.82%"
"06/16/2017","108.35","106.94","108.36","106.21","11.63M","1.90%"
"06/15/2017","106.33","106.50","106.80","105.87","5.44M","-0.25%"
"06/14/2017","106.60","107.91","107.99","105.74","6.20M","-1.41%"
"06/13/2017","108.13","108.34","108.49","107.16","6.10M","0.08%"
"06/12/2017","108.04","107.42","108.43","107.28","8.69M","1.54%"
"06/09/2017","106.40","104.01","106.49","104.01","6.60M","2.31%"
"06/08/2017","104.00","103.44","104.74","103.44","6.49M","0.22%"
"06/07/2017","103.77","103.97","104.43","102.55","7.20M","-0.38%"
"06/06/2017","104.17","103.11","104.45","102.76","4.68M","0.95%"
"06/05/2017","103.19","102.80","103.58","102.63","4.52M","0.08%"
"06/02/2017","103.11","103.82","103.94","102.77","5.86M","-1.11%"
"06/01/2017","104.27","103.69","104.28","103.43","4.77M","0.76%"
"05/31/2017","103.48","103.55","103.89","103.07","8.04M","-0.56%"
"05/30/2017","104.06","104.35","104.71","103.75","4.29M","-0.63%"
"05/26/2017","104.72","105.05","105.28","104.60","3.75M","-0.37%"
"05/25/2017","105.11","106.10","106.71","104.72","5.29M","-1.05%"
"05/24/2017","106.22","106.10","106.36","105.72","3.48M","-0.05%"
"05/23/2017","106.27","106.07","106.56","105.98","3.46M","0.14%"
"05/22/2017","106.12","107.09","107.09","105.75","4.49M","-0.38%"
"05/19/2017","106.52","105.52","106.52","105.17","8.38M","1.28%"
"05/18/2017","105.17","104.55","105.68","103.84","5.62M","0.45%"
"05/17/2017","104.70","105.53","106.27","104.62","6.38M","-2.38%"
"05/16/2017","107.25","107.57","107.66","106.94","5.00M","0.37%"
"05/15/2017","106.85","107.15","107.71","106.67","6.65M","0.84%"
"05/12/2017","105.96","106.06","106.29","105.48","4.49M","-0.24%"
"05/11/2017","106.21","107.08","107.08","105.63","4.63M","-0.27%"
"05/10/2017","106.50","105.82","106.83","105.54","5.58M","1.35%"
"05/09/2017","105.08","106.51","106.75","104.81","5.02M","-1.50%"
"05/08/2017","106.68","105.93","106.72","105.82","5.18M","0.84%"
"05/05/2017","105.79","104.92","105.89","104.70","5.06M","0.94%"
"05/04/2017","104.81","106.24","106.33","104.14","8.04M","-1.79%"
"05/03/2017","106.72","105.36","107.26","105.13","5.66M","1.29%"
"05/02/2017","105.36","106.11","106.53","105.09","5.11M","-0.53%"
"05/01/2017","105.92","106.26","106.73","105.76","4.96M","-0.73%"
"04/28/2017","106.70","107.05","107.60","105.99","6.85M","1.17%"
